"","budget","id","original_language","popularity","revenue","runtime","status","title","vote_average","vote_count","genre_1","genre_2","prodcomp_1","prodcount_1","release_year","release_month"
"2035",6500000,9781,"en",5.700333,4217115,95,"Released","Detroit Rock City",6.7,100,"Comedy","Music","New Line Cinema","United States of America",1999,"08"
"2036",1.6e+07,8009,"en",29.253833,5900000,116,"Released","Highlander",6.8,624,"Adventure","Action","Davis-Panzer Productions","United Kingdom",1986,"03"
"2037",1.6e+07,3877,"en",8.842869,2849142,113,"Released","Things We Lost in the Fire",6.7,90,"Drama",NA,"DreamWorks SKG","United States of America",2007,"09"
"2038",1.6e+07,8854,"en",2.848727,1686429,97,"Released","Steel",4.3,48,"Science Fiction","Action","Quincy Jones-David Salzman Entertainment","United States of America",1997,"08"
"2039",1.6e+07,152599,"en",13.832464,5867686,117,"Released","The Immigrant",6.2,250,"Drama","Romance","Kingsgate Films","United States of America",2013,"07"
"2040",101692487.667414,18840,"en",4.488547,NA,135,"Released","The White Countess",6.9,21,"Drama","History","Sony Pictures Classics","China",2005,"10"
"2041",2e+07,68727,"en",38.802415,24261569,101,"Released","Trance",6.5,956,"Thriller","Crime","Cloud Eight Films","United Kingdom",2013,"03"
"2042",1.6e+07,12657,"en",9.400404,14822346,86,"Released","Soul Plane",4.7,108,"Romance","Comedy","Metro-Goldwyn-Mayer (MGM)","United States of America",2004,"05"
"2043",1.1e+07,8265,"fr",18.923181,53191886,106,"Released","Welcome to the Sticks",6.8,615,"Comedy",NA,"Centre National de la Cinématographie","France",2008,"01"
"2044",76482303.8294415,12410,"en",2.397987,NA,96,"Released","Good",6.3,29,"Drama",NA,NA,"Germany",2008,"12"
"2045",1.3e+07,34647,"en",20.39955,754249,161,"Released","Enter the Void",7.2,387,"Fantasy","Drama","BIM Distribuzione","Canada",2009,"05"
"2046",1.6e+07,73935,"en",7.251897,NA,93,"Released","Vamps",4.8,91,"Comedy","Romance","Lucky Monkey Pictures","United States of America",2012,"08"
"2047",1.6e+07,28178,"en",43.217089,47801389,93,"Released","Hachi: A Dog's Tale",7.7,1717,"Drama","Family","Grand Army Entertainment","United Kingdom",2009,"06"
"2048",1.6e+07,185567,"en",14.529496,NA,110,"Released","Zulu",6.7,172,"Crime","Drama","Eskwad","South Africa",2013,"12"
"2049",1.6e+07,264656,"en",20.59148,3442853,122,"Released","The Homesman",6.4,258,"Western","Drama","The Javelina Film Company","France",2014,"05"
"2050",15600000,35696,"en",2.244947,NA,91,"Released","Juwanna Mann",4.2,20,"Comedy","Drama","Warner Bros.","United States of America",2002,"06"
"2051",58061613.6668156,16351,"en",1.326264,NA,115,"Released","Ararat",5.7,16,"War","Drama","Alliance Atlantis Communications","Canada",2002,"05"
"2052",102188618.279516,38717,"en",0.212108,NA,99,"Released","Madison",5.3,3,"Action","Adventure",NA,"United States of America",2001,"01"
"2053",15500000,18777,"en",6.630856,1237615,93,"Released","Slow Burn",5.5,16,"Mystery","Crime","Sidney Kimmel Entertainment","United States of America",2005,"09"
"2054",15300000,2110,"fr",18.20957,NA,94,"Released","Wasabi",6.2,283,"Drama","Action","Canal Plus","Japan",2001,"10"
"2055",15500000,9035,"en",17.327279,NA,95,"Released","Slither",6.3,317,"Comedy","Horror","Universal Pictures","Canada",2006,"03"
"2056",1.5e+07,90,"en",29.843818,316360478,105,"Released","Beverly Hills Cop",6.8,961,"Action","Comedy","Paramount Pictures","United States of America",1984,"11"
"2057",46293397.7819312,12154,"es",12.335827,NA,102,"Released","Three Men and a Baby",5.8,253,"Family","Comedy","Touchstone Pictures","United States of America",1987,"11"
"2058",2.1e+07,9576,"en",20.818567,177200000,116,"Released","Tootsie",6.9,421,"Comedy","Romance","Columbia Pictures Corporation","United States of America",1982,"12"
"2059",1.5e+07,744,"en",58.900647,356830601,110,"Released","Top Gun",6.7,1698,"Action","Romance","Paramount Pictures","United States of America",1986,"05"
"2060",1.7e+07,146,"zh",45.742254,213525736,120,"Released","Crouching Tiger, Hidden Dragon",7.2,927,"Adventure","Drama","Sony Pictures Classics","China",2000,"10"
"2061",1.5e+07,9493,"en",17.638286,216614388,107,"Released","Twins",5.7,559,"Comedy",NA,"Universal Pictures","United States of America",1988,"12"
"2062",1.5e+07,22556,"en",3.803495,317000,102,"Released","The Yellow Handkerchief",6.4,52,"Drama","Romance","area japan","United States of America",2008,"12"
"2063",1.5e+07,873,"en",17.571533,146292009,154,"Released","The Color Purple",7.7,338,"Drama",NA,"Amblin Entertainment","United States of America",1985,"12"
"2064",1.6e+07,33196,"ko",4.628525,11301649,120,"Released","Tidal Wave",6.5,48,"Action","Adventure","Polygon Entertainment","South Korea",2009,"06"
"2065",133268389.190046,10765,"en",12.18838,NA,109,"Released","Private Benjamin",6,102,"Comedy",NA,"Warner Bros.","United States of America",1980,"10"
"2066",1.5e+07,16769,"en",3.826685,67182787,125,"Released","Coal Miner's Daughter",7.2,67,"Drama","Music","Universal Pictures","United States of America",1980,"03"
"2067",1.5e+07,33217,"en",21.095489,75700498,92,"Released","Diary of a Wimpy Kid",5.9,355,"Comedy","Family","Dune Entertainment","United Kingdom",2010,"03"
"2068",1.5e+07,132232,"en",47.455148,146497771,100,"Released","Mama",6,1401,"Horror",NA,"Universal Pictures","Spain",2013,"01"
"2069",1.5e+07,11153,"en",22.838834,61399552,98,"Released","National Lampoon's Vacation",7.1,410,"Comedy","Adventure","Warner Bros.","United States of America",1983,"07"
"2070",1.5e+07,208134,"en",27.165222,151831537,92,"Released","Bad Grandpa",6,680,"Comedy",NA,"Paramount Pictures","United States of America",2013,"10"
"2071",1.5e+07,1165,"en",19.113278,123384128,103,"Released","The Queen",6.8,338,"Drama",NA,"BIM Distribuzione","France",2006,"09"
"2072",1.5e+07,4011,"en",58.553213,73326666,92,"Released","Beetlejuice",7.1,1444,"Fantasy","Comedy","Geffen Company, The","United States of America",1988,"02"
"2073",1.5e+07,17202,"en",2.005111,55184721,113,"Released","Why Did I Get Married?",6.1,33,"Comedy","Drama","Lions Gate Films","United States of America",2007,"10"
"2074",1.8e+07,9587,"en",16.418639,NA,115,"Released","Little Women",7,215,"Drama","Romance","Columbia Pictures","United States of America",1994,"12"
"2075",1.7e+07,65086,"en",43.675191,127730736,95,"Released","The Woman in Black",6.1,1206,"Drama","Horror","Hammer Film Productions","Canada",2012,"02"
"2076",1.5e+07,10053,"en",4.688212,66966987,87,"Released","When a Stranger Calls",5.4,268,"Horror","Thriller","Davis Entertainment","United States of America",2006,"02"
"2077",1.5e+07,11870,"en",9.125594,52970014,88,"Released","Big Fat Liar",5.6,197,"Comedy","Family","Universal Pictures","United States of America",2002,"02"
"2078",1.5e+07,11778,"en",19.786392,5e+07,183,"Released","The Deer Hunter",7.8,921,"Drama","War","Universal Pictures","United Kingdom",1978,"12"
"2079",1.5e+07,586,"en",13.581966,64256513,97,"Released","Wag the Dog",6.7,270,"Comedy","Drama","New Line Cinema","United States of America",1997,"12"
"2080",1.7e+07,18736,"en",11.927667,55534455,94,"Released","The Lizzie McGuire Movie",5.7,280,"Family","Comedy","Walt Disney Pictures","United States of America",2003,"04"
"2081",3.5e+07,134411,"en",30.556135,42930462,112,"Released","Snitch",5.8,1138,"Thriller","Drama","Front Street Productions","United States of America",2013,"02"
"2082",1.5e+07,287903,"en",31.565117,61548707,98,"Released","Krampus",5.9,584,"Horror","Comedy","Universal Pictures","United States of America",2015,"11"
"2083",1.5e+07,9276,"en",21.535126,40283321,104,"Released","The Faculty",6.2,492,"Horror","Mystery","Dimension Films","United States of America",1998,"12"
"2084",124608385.656547,15765,"en",7.921311,NA,118,"Released","What's Love Got to Do with It",6.9,72,"Drama","Music","Touchstone Pictures","United States of America",1993,"06"
"2085",1.5e+07,2142,"en",19.284129,44862187,104,"Released","Cop Land",6.6,382,"Action","Crime","Miramax Films","United States of America",1997,"08"
"2086",1.6e+07,11397,"en",23.423082,66468332,89,"Released","Not Another Teen Movie",5.5,431,"Comedy",NA,"Original Film","United States of America",2001,"12"
"2087",7e+06,77016,"en",49.517264,48126384,109,"Released","End of Watch",7.2,1170,"Crime","Drama","Emmett/Furla Films","United States of America",2012,"09"
"2088",1.5e+07,11478,"en",11.375032,35007180,106,"Released","The Skulls",5.8,156,"Crime","Drama","Universal Pictures","Canada",2000,"03"
"2089",55269991.3772998,13411,"en",7.314796,NA,86,"Released","Malibu's Most Wanted",4.7,77,"Comedy","Crime","Karz Entertainment","United States of America",2003,"04"
"2090",1.5e+07,10564,"en",6.857923,33771174,120,"Released","Where the Heart Is",6.9,155,"Comedy","Drama","Twentieth Century Fox Film Corporation","United States of America",2000,"04"
"2091",1.5e+07,947,"en",41.286336,69995385,216,"Released","Lawrence of Arabia",7.8,851,"Adventure","Drama","Horizon Pictures (II)","United Kingdom",1962,"12"
"2092",1.5e+07,24150,"en",12.929525,39421467,105,"Released","Halloween II",5.1,267,"Horror",NA,"Dimension Films","United States of America",2009,"08"
"2093",1.5e+07,228970,"en",42.952942,52501541,115,"Released","Wild",7,951,"Drama",NA,"Fox Searchlight Pictures","United States of America",2014,"12"
"2094",1.5e+07,18405,"en",19.760383,32721635,110,"Released","The Last House on the Left",6.2,440,"Crime","Thriller","Rogue Pictures","United States of America",2009,"03"
"2095",1.5e+07,6961,"en",10.194097,47175038,88,"Released","The Wedding Date",6.2,230,"Comedy","Romance","26 Films","United States of America",2005,"02"
"2096",1.3e+07,11442,"en",11.045593,37664855,94,"Released","Halloween: Resurrection",4.5,228,"Horror","Thriller","Dimension Films","United States of America",2002,"07"
"2097",1.6e+07,2493,"en",44.533612,30857814,98,"Released","The Princess Bride",7.6,1486,"Adventure","Family","Act III Communications","United States of America",1987,"09"
"2098",1.5e+07,14047,"en",10.84158,30226144,126,"Released","The Great Debaters",6.9,151,"Drama",NA,"The Weinstein Company","United States of America",2007,"12"
"2099",1.5e+07,11132,"en",7.424798,29331068,89,"Released","Confessions of a Teenage Drama Queen",5.1,221,"Comedy",NA,"Walt Disney Pictures","Germany",2004,"02"
"2100",1.5e+07,17127,"en",5.164281,46905889,111,"Released","The Object of My Affection",5.6,72,"Comedy","Drama","Twentieth Century Fox Film Corporation","United States of America",1998,"04"
"2101",1.5e+07,1562,"en",34.759855,64238440,100,"Released","28 Weeks Later",6.5,1197,"Horror","Thriller","DNA Films","Spain",2007,"04"
"2102",1.5e+07,232679,"en",7.297757,30127963,115,"Released","When the Game Stands Tall",6.3,130,"Drama",NA,"Mandalay Pictures","United States of America",2014,"08"
"2103",1.4e+07,17880,"en",3.334804,32645546,106,"Released","Because of Winn-Dixie",6.1,61,"Comedy","Drama","Twentieth Century Fox Film Corporation","United States of America",2005,"02"
"2104",2e+07,14736,"en",2.027393,27728118,124,"Released","Love & Basketball",7.4,88,"Action","Comedy","40 Acres & A Mule Filmworks","United States of America",2000,"04"
"2105",1.2e+08,9434,"en",13.817269,28084357,107,"Released","Grosse Pointe Blank",6.9,275,"Action","Comedy","Caravan Pictures","United States of America",1997,"04"
"2106",1.5e+07,23706,"en",13.237835,40105542,99,"Released","All About Steve",4.7,295,"Comedy",NA,"Dune Entertainment","United States of America",2009,"09"
"2107",84355182.1126081,11531,"en",3.890223,NA,90,"Released","Book of Shadows: Blair Witch 2",4.3,212,"Mystery","Thriller","Artisan Entertainment","United States of America",2000,"10"
"2108",1.5e+07,9100,"en",19.517239,24769466,101,"Released","The Craft",6.3,380,"Drama","Fantasy","Columbia Pictures","United States of America",1996,"05"
"2109",1.5e+07,116,"en",30.669913,85306374,124,"Released","Match Point",7.3,1105,"Drama","Thriller","DreamWorks","Ireland",2005,"10"
"2110",106238590.552601,38843,"en",9.681147,NA,103,"Released","Ramona and Beezus",6.1,245,"Comedy","Family","Dune Entertainment","United States of America",2010,"07"
"2111",11500000,1245,"en",15.355589,23237911,134,"Released","The Remains of the Day",7.5,202,"Drama","Romance","Columbia Pictures","United Kingdom",1993,"11"
"2112",1.5e+07,4995,"en",19.85579,43101594,155,"Released","Boogie Nights",7.5,796,"Drama",NA,"New Line Cinema","United States of America",1997,"09"
"2113",57272952.9299482,10413,"en",11.689337,NA,94,"Released","Nowhere to Run",5.5,119,"Action","Adventure","Columbia Pictures","United States of America",1993,"01"
"2114",1.5e+07,14012,"en",3.043589,2.1e+07,95,"Released","Flicka",6.1,52,"Drama",NA,"Twentieth Century Fox Film Corporation","United Kingdom",2006,"10"
"2115",1.5e+07,9793,"en",17.141376,NA,89,"Released","The Hills Have Eyes 2",5.2,351,"Horror","Thriller","Dune Entertainment","United States of America",2007,"03"
"2116",1.4e+07,12212,"en",8.885017,38574362,97,"Released","Urban Legends: Final Cut",4.4,100,"Horror",NA,"Original Film","Canada",2000,"09"
"2117",74542621.3126837,13768,"en",4.115398,NA,90,"Released","Tuck Everlasting",6.4,128,"Fantasy","Drama","Walt Disney Pictures","United States of America",2002,"10"
"2118",2e+07,8975,"en",7.679336,22165608,92,"Released","The Marine",5,163,"Action","Adventure","Twentieth Century Fox Film Corporation","United States of America",2006,"10"
"2119",1.5e+07,342521,"en",18.268009,20566327,94,"Released","Keanu",6,421,"Action","Comedy","New Line Cinema","United States of America",2016,"04"
"2120",1.5e+07,45272,"en",7.809701,20529194,117,"Released","Country Strong",5.9,80,"Drama","Romance","Maguire Entertainment","United States of America",2010,"12"
"2121",1.5e+07,9424,"en",9.378688,17507368,84,"Released","Disturbing Behavior",5.5,104,"Mystery","Horror","Village Roadshow Pictures","Australia",1998,"07"
"2122",1.5e+07,97367,"en",35.395129,35485608,140,"Released","The Place Beyond the Pines",6.8,1653,"Drama","Crime","Sidney Kimmel Entertainment","United States of America",2013,"03"
"2123",1.5e+07,254904,"en",45.317278,32556119,108,"Released","The November Man",6,639,"Crime","Action","Irish Dreamtime","United Kingdom",2014,"08"
"2124",1.5e+07,18681,"en",4.302941,NA,109,"Released","Eye of the Beholder",5.3,42,"Drama","Mystery","Destination Films","Australia",1999,"09"
"2125",1.5e+07,11495,"en",11.379652,17080167,114,"Released","Firestarter",5.9,173,"Fantasy","Drama","Universal Pictures","United States of America",1984,"05"
"2126",1.5e+07,64689,"en",24.612603,37930465,97,"Released","Killing Them Softly",5.8,742,"Crime","Thriller","Plan B Entertainment","United States of America",2012,"09"
"2127",1.5e+07,157849,"en",26.708193,31554855,121,"Released","A Most Wanted Man",6.5,541,"Thriller",NA,"Senator Film Produktion","United Kingdom",2014,"07"
"2128",1.05e+08,13166,"en",8.710294,NA,87,"Released","Freddy Got Fingered",4.6,115,"Comedy",NA,"Regency Enterprises","United States of America",2001,"04"
"2129",69407582.9612141,15511,"en",1.800119,NA,85,"Released","VeggieTales: The Pirates Who Don't Do Anything",5.9,25,"Adventure","Animation","Starz Animation","United States of America",2008,"01"
"2130",1.5e+07,37003,"en",0.335195,22730842,85,"Released","U2 3D",6.7,10,"Music","Documentary","National Geographic Entertainment","United States of America",2007,"05"
"2131",2.5e+07,12211,"en",11.782725,15843608,87,"Released","Highlander: Endgame",4.4,104,"Action","Fantasy","Davis-Panzer Productions","United States of America",2000,"09"
"2132",90474777.0439616,13816,"en",2.711955,NA,121,"Released","Idlewild",5.1,17,"Crime","Drama","Atlas Entertainment","United States of America",2006,"08"
"2133",1.5e+07,51828,"en",16.629173,59389433,107,"Released","One Day",7,978,"Drama","Romance","Film 4","United Kingdom",2011,"03"
"2134",1.5e+07,22798,"en",20.05902,16633035,111,"Released","Whip It",6.7,357,"Drama",NA,"Dune Entertainment","United States of America",2009,"09"
"2135",1.5e+07,7501,"en",8.113634,1.2e+07,92,"Released","Knockaround Guys",5.9,97,"Crime","Thriller","Lawrence Bender Productions","United States of America",2001,"09"
"2136",59441843.2014321,10743,"en",9.87419,NA,97,"Released","Confidence",6.4,126,"Action","Comedy","Cinerenta Medienbeteiligungs KG","Canada",2003,"04"
"2137",91193559.9974088,37718,"en",2.857936,NA,97,"Released","The Muse",5.3,31,"Fantasy","Comedy","October Films","United States of America",1999,"08"
"2138",2e+07,15237,"en",3.138118,NA,125,"Released","De-Lovely",6.3,32,"Drama","Music","Metro-Goldwyn-Mayer (MGM)","United Kingdom",2004,"07"
"2139",1.5e+07,9686,"en",6.684096,NA,124,"Released","New York Stories",6.2,64,"Comedy","Drama","Touchstone Pictures","United States of America",1989,"03"
"2140",75904220.0828973,17644,"en",0.722911,NA,76,"Released","Barney's Great Adventure",2.9,8,"Family",NA,"PolyGram Filmed Entertainment","United States of America",1998,"01"
"2141",1.5e+07,97430,"en",17.672021,15608545,96,"Released","The Man with the Iron Fists",5.2,358,"Action",NA,"Arcade Pictures","Hong Kong",2012,"11"
"2142",1.5e+07,12257,"en",3.033471,10443316,93,"Released","Home Fries",4.8,32,"Drama","Comedy","Warner Bros.","United States of America",1998,"11"
